class,petal-shape,petal-surface,petal-color,petal-secondary-color,thorns,scent,fruit-taste,fruit-spacing,fruit-size,fruit-color,root,stem,stem-surface-primary,stem-surface-secondary,seed-color,seed-size,reproductive-organ-color,reproductive-organ,receptacle-shape,seed-dispersal,population,habitat
e,f,s,y,w,t,a,f,w,n,p,b,t,s,s,w,p,w,o,p,n,v,d
p,x,y,w,w,t,p,f,c,n,p,e,e,s,s,w,p,w,o,p,k,s,g
e,x,f,w,w,f,n,f,w,b,k,e,t,f,s,w,p,w,o,e,k,a,g
e,b,y,w,w,t,a,f,c,b,w,c,e,s,s,w,p,w,o,p,k,s,g
e,x,s,y,w,t,l,f,w,n,w,b,t,s,s,w,p,w,o,p,n,v,d
e,b,y,w,w,t,a,f,c,b,n,c,e,s,s,w,p,w,o,p,k,s,g
e,x,y,w,w,t,l,f,c,b,g,c,e,s,s,w,p,w,o,p,k,s,g
e,x,f,n,g,t,n,f,c,b,p,b,t,s,s,p,p,w,o,p,n,y,d
e,b,y,w,w,t,l,f,c,b,k,c,e,s,s,w,p,w,o,p,n,s,m
e,x,s,y,w,t,l,f,c,b,g,c,e,s,s,w,p,w,o,p,n,n,m
e,f,y,n,w,t,a,f,c,b,p,r,e,s,y,w,p,w,o,p,k,y,g
e,x,f,w,w,f,n,f,w,b,n,e,t,s,s,w,p,w,o,e,n,s,g
e,x,s,y,w,t,l,f,c,b,w,c,e,s,s,w,p,w,o,p,k,s,g
p,x,y,w,w,t,p,f,c,n,n,e,e,s,s,w,p,w,o,p,n,v,g
e,x,y,y,w,t,l,f,c,b,n,c,e,s,s,w,p,w,o,p,k,s,g
e,x,f,w,w,t,a,f,w,n,p,b,t,s,s,w,p,w,o,p,n,v,d
e,b,s,y,w,t,a,f,c,b,g,c,e,s,s,w,p,w,o,p,n,n,g
p,x,y,w,w,t,p,f,c,n,k,e,e,s,s,w,p,w,o,p,k,v,u
e,x,s,y,w,t,a,f,w,n,w,b,t,s,s,w,p,w,o,p,n,v,d
e,x,y,w,w,t,a,f,c,b,k,c,e,s,s,w,p,w,o,p,k,n,m
e,x,f,w,w,t,l,f,w,n,n,b,t,s,s,w,p,w,o,p,n,v,d
e,f,s,w,w,t,l,f,w,n,w,b,t,s,s,w,p,w,o,p,n,v,d
e,x,y,y,w,t,l,f,c,b,k,c,e,s,s,w,p,w,o,p,n,s,m
e,f,f,y,w,t,a,f,w,n,w,b,t,s,s,w,p,w,o,p,u,v,d
e,x,s,w,w,t,a,f,c,b,w,c,e,s,s,w,p,w,o,p,k,s,g
e,b,y,y,w,t,a,f,c,b,n,c,e,s,s,w,p,w,o,p,k,s,m
e,x,y,n,w,t,l,f,c,b,p,r,e,s,y,w,p,w,o,p,n,s,p
e,b,y,w,w,t,l,f,c,b,k,c,e,s,s,w,p,w,o,p,k,n,g
e,x,s,y,w,t,a,f,c,b,n,c,e,s,s,w,p,w,o,p,n,s,m
p,x,y,n,w,t,p,f,c,n,n,e,e,s,s,w,p,w,o,p,n,v,u
e,b,s,y,w,t,l,f,c,b,w,c,e,s,s,w,p,w,o,p,k,n,g
e,b,y,w,w,t,a,f,c,b,g,c,e,s,s,w,p,w,o,p,k,n,g
p,x,y,n,w,t,p,f,c,n,w,e,e,s,s,w,p,w,o,p,k,v,u
e,b,s,w,w,t,l,f,c,b,n,c,e,s,s,w,p,w,o,p,k,s,m
e,b,y,y,w,t,l,f,c,b,w,c,e,s,s,w,p,w,o,p,n,n,m
e,b,y,y,w,t,a,f,c,b,n,c,e,s,s,w,p,w,o,p,k,s,g
e,x,y,w,w,t,l,f,c,b,g,c,e,s,s,w,p,w,o,p,n,n,g
e,x,f,n,p,t,n,f,c,b,p,b,t,s,s,w,p,w,o,p,k,y,d
e,x,y,n,w,t,a,f,c,b,w,r,e,s,y,w,p,w,o,p,k,y,g
e,b,s,y,w,t,l,f,c,b,n,c,e,s,s,w,p,w,o,p,n,s,g
e,x,f,g,w,f,n,f,c,n,g,e,e,s,s,w,p,w,o,p,n,v,u
e,x,y,n,w,t,l,f,c,b,n,r,e,s,y,w,p,w,o,p,k,y,g
e,x,s,w,w,t,a,f,c,b,k,c,e,s,s,w,p,w,o,p,n,s,g
e,b,y,w,w,t,a,f,c,b,n,c,e,s,s,w,p,w,o,p,k,n,g
e,x,s,y,w,t,a,f,c,b,g,c,e,s,s,w,p,w,o,p,k,s,m
e,f,f,y,w,t,a,f,w,n,p,b,t,s,s,w,p,w,o,p,n,v,d
e,b,y,y,w,t,l,f,c,b,g,c,e,s,s,w,p,w,o,p,n,s,g
e,x,f,n,w,f,n,f,w,b,n,e,t,s,f,w,p,w,o,e,n,a,g
e,x,f,y,w,t,l,f,w,n,n,b,t,s,s,w,p,w,o,p,n,v,d
e,x,s,y,w,t,a,f,c,b,n,c,e,s,s,w,p,w,o,p,n,n,m
e,f,s,g,w,f,n,f,w,b,n,e,t,s,f,w,p,w,o,e,k,s,g
e,x,f,n,w,f,n,f,c,n,g,e,e,s,s,w,p,w,o,p,n,y,u
e,f,s,g,w,f,n,f,w,b,h,e,t,f,f,w,p,w,o,e,n,a,g
e,f,y,n,w,t,a,f,c,b,p,r,e,s,y,w,p,w,o,p,n,s,p
e,b,y,w,w,t,a,f,c,b,k,c,e,s,s,w,p,w,o,p,n,s,g
e,b,s,y,w,t,a,f,c,b,k,c,e,s,s,w,p,w,o,p,k,s,m
e,x,y,y,w,t,l,f,c,b,w,r,e,s,y,w,p,w,o,p,k,s,p
e,s,f,g,w,f,n,f,c,n,g,e,e,s,s,w,p,w,o,p,n,v,u
e,f,y,n,w,t,a,f,c,b,p,r,e,s,y,w,p,w,o,p,n,y,p
p,x,y,n,w,t,p,f,c,n,k,e,e,s,s,w,p,w,o,p,k,s,u
e,x,y,y,w,t,a,f,c,b,p,r,e,s,y,w,p,w,o,p,n,y,p
e,x,y,y,w,t,a,f,c,b,w,c,e,s,s,w,p,w,o,p,n,s,g
e,x,f,n,w,f,n,f,w,b,h,e,t,s,f,w,p,w,o,e,n,s,g
e,x,f,n,w,f,n,f,w,b,p,e,t,f,f,w,p,w,o,e,k,a,g
e,f,s,n,w,f,n,f,w,b,k,e,t,f,s,w,p,w,o,e,k,a,g
e,f,y,n,w,t,a,f,c,b,n,r,e,s,y,w,p,w,o,p,n,s,p
e,x,s,y,w,t,a,f,c,b,w,c,e,s,s,w,p,w,o,p,k,n,g
e,f,f,n,w,f,n,f,c,n,p,e,e,s,s,w,p,w,o,p,k,v,u
e,x,y,y,w,t,a,f,c,b,w,r,e,s,y,w,p,w,o,p,n,s,p
e,x,f,y,w,t,a,f,w,n,p,b,t,s,s,w,p,w,o,p,u,v,d
e,b,y,y,w,t,a,f,c,b,g,c,e,s,s,w,p,w,o,p,n,n,g
e,x,f,g,w,f,n,f,w,b,n,e,t,s,s,w,p,w,o,e,k,s,g
e,x,y,y,w,t,a,f,c,b,w,r,e,s,y,w,p,w,o,p,n,s,g
e,f,y,n,w,t,l,f,c,b,n,r,e,s,y,w,p,w,o,p,k,y,g
e,x,s,y,w,t,a,f,c,b,w,c,e,s,s,w,p,w,o,p,k,s,m
e,s,f,n,w,f,n,f,c,n,n,e,e,s,s,w,p,w,o,p,n,y,u
e,x,s,w,w,t,a,f,c,b,k,c,e,s,s,w,p,w,o,p,k,s,m
e,b,s,w,w,t,l,f,c,b,n,c,e,s,s,w,p,w,o,p,k,n,g
e,s,f,n,w,f,n,f,c,n,k,e,e,s,s,w,p,w,o,p,k,y,u
e,b,y,y,w,t,l,f,c,b,n,c,e,s,s,w,p,w,o,p,n,n,m
e,x,y,y,w,t,l,f,c,b,k,c,e,s,s,w,p,w,o,p,n,n,g
e,b,y,y,w,t,a,f,c,b,k,c,e,s,s,w,p,w,o,p,n,s,g
p,x,y,n,w,t,p,f,c,n,p,e,e,s,s,w,p,w,o,p,k,s,u
e,x,s,w,w,f,n,f,w,b,k,e,t,f,s,w,p,w,o,e,n,s,g
e,x,y,w,w,t,a,f,c,b,w,c,e,s,s,w,p,w,o,p,k,s,m
e,b,s,w,w,t,a,f,c,b,g,c,e,s,s,w,p,w,o,p,n,n,g
e,x,f,n,g,t,n,f,c,b,n,b,t,s,s,w,p,w,o,p,n,y,d
p,x,s,n,w,t,p,f,c,n,w,e,e,s,s,w,p,w,o,p,n,s,u
e,x,y,n,w,t,l,f,c,b,w,r,e,s,y,w,p,w,o,p,k,y,p
e,x,s,n,w,f,n,f,w,b,n,e,t,s,s,w,p,w,o,e,k,a,g
e,b,y,y,w,t,l,f,c,b,n,c,e,s,s,w,p,w,o,p,k,n,m
e,x,s,y,w,t,a,f,c,b,w,c,e,s,s,w,p,w,o,p,n,n,m
e,b,s,y,w,t,a,f,c,b,n,c,e,s,s,w,p,w,o,p,n,s,m
e,x,s,y,w,t,l,f,c,b,g,c,e,s,s,w,p,w,o,p,k,n,m
e,b,y,w,w,t,a,f,c,b,n,c,e,s,s,w,p,w,o,p,n,n,g
e,x,f,g,w,f,n,f,c,n,k,e,e,s,s,w,p,w,o,p,n,v,u
e,f,y,n,w,t,a,f,c,b,w,r,e,s,y,w,p,w,o,p,k,s,g
e,x,f,g,w,f,n,f,w,b,h,e,t,f,f,w,p,w,o,e,n,a,g
e,x,s,w,w,t,l,f,c,b,k,c,e,s,s,w,p,w,o,p,n,n,m
e,x,y,y,w,t,l,f,c,b,w,c,e,s,s,w,p,w,o,p,n,s,m
e,x,f,g,w,f,n,f,c,n,n,e,e,s,s,w,p,w,o,p,k,v,u
p,x,s,n,w,t,p,f,c,n,p,e,e,s,s,w,p,w,o,p,n,s,u
e,b,y,w,w,t,l,f,c,b,w,c,e,s,s,w,p,w,o,p,n,n,g
e,b,y,w,w,t,a,f,c,b,n,c,e,s,s,w,p,w,o,p,k,n,m
p,x,y,n,w,t,p,f,c,n,p,e,e,s,s,w,p,w,o,p,n,v,u
e,b,s,y,w,t,l,f,c,b,w,c,e,s,s,w,p,w,o,p,n,s,m
e,x,s,w,w,t,l,f,c,b,k,c,e,s,s,w,p,w,o,p,n,s,m
e,x,y,y,w,t,l,f,c,b,n,c,e,s,s,w,p,w,o,p,k,s,m
e,b,y,y,w,t,l,f,c,b,n,c,e,s,s,w,p,w,o,p,n,n,g
e,x,s,w,w,t,a,f,c,b,g,c,e,s,s,w,p,w,o,p,n,s,m
e,x,s,w,w,t,a,f,c,b,g,c,e,s,s,w,p,w,o,p,k,s,g
e,x,y,n,w,t,l,f,c,b,w,r,e,s,y,w,p,w,o,p,n,y,p
e,x,s,w,w,t,a,f,c,b,w,c,e,s,s,w,p,w,o,p,n,s,m
e,x,s,n,w,f,n,f,w,b,n,e,t,f,f,w,p,w,o,e,k,s,g
e,x,y,n,w,t,l,f,c,b,n,r,e,s,y,w,p,w,o,p,n,s,p
e,x,y,y,w,t,l,f,c,b,n,r,e,s,y,w,p,w,o,p,k,y,g
p,x,y,n,w,t,p,f,c,n,k,e,e,s,s,w,p,w,o,p,k,v,g
e,b,y,y,w,t,a,f,c,b,w,c,e,s,s,w,p,w,o,p,n,n,g
e,x,f,w,w,t,l,f,w,n,p,b,t,s,s,w,p,w,o,p,u,v,d
p,x,s,n,w,t,p,f,c,n,w,e,e,s,s,w,p,w,o,p,k,s,u
e,x,y,y,w,t,l,f,c,b,k,c,e,s,s,w,p,w,o,p,k,n,g
e,f,f,g,w,f,n,f,w,b,h,e,t,f,f,w,p,w,o,e,n,a,g
e,x,y,w,w,t,l,f,c,b,n,c,e,s,s,w,p,w,o,p,k,s,g
e,b,y,w,w,t,a,f,c,b,w,c,e,s,s,w,p,w,o,p,n,s,m
p,x,y,n,w,t,p,f,c,n,p,e,e,s,s,w,p,w,o,p,n,s,u
e,f,y,n,w,t,l,f,c,b,w,r,e,s,y,w,p,w,o,p,k,s,g
e,x,s,w,w,t,l,f,c,b,n,c,e,s,s,w,p,w,o,p,n,n,m
e,x,s,w,w,t,a,f,w,n,n,b,t,s,s,w,p,w,o,p,n,v,d
e,f,y,n,w,t,a,f,c,b,n,r,e,s,y,w,p,w,o,p,n,y,p
e,b,s,w,w,t,a,f,c,b,k,c,e,s,s,w,p,w,o,p,n,n,m
e,x,s,w,w,f,n,f,w,b,p,e,t,f,f,w,p,w,o,e,k,a,g
e,f,f,g,w,f,n,f,c,n,n,e,e,s,s,w,p,w,o,p,n,v,u
e,x,y,w,w,t,a,f,c,b,g,c,e,s,s,w,p,w,o,p,n,s,g
e,x,y,y,w,t,l,f,c,b,n,r,e,s,y,w,p,w,o,p,n,y,g
e,b,s,y,w,t,l,f,c,b,g,c,e,s,s,w,p,w,o,p,n,s,g
e,b,s,y,w,t,l,f,c,b,w,c,e,s,s,w,p,w,o,p,k,s,g
e,f,s,w,w,t,l,f,w,n,n,b,t,s,s,w,p,w,o,p,n,v,d
e,b,s,w,w,t,a,f,c,b,w,c,e,s,s,w,p,w,o,p,k,n,m
e,x,f,y,w,t,a,f,w,n,n,b,t,s,s,w,p,w,o,p,u,v,d
e,x,y,w,w,t,l,f,c,b,g,c,e,s,s,w,p,w,o,p,n,n,m
e,b,y,y,w,t,l,f,c,b,k,c,e,s,s,w,p,w,o,p,n,n,m
e,x,y,n,w,t,a,f,c,b,p,r,e,s,y,w,p,w,o,p,n,y,p
e,x,y,w,w,t,l,f,c,b,n,c,e,s,s,w,p,w,o,p,k,s,m
e,x,y,w,w,t,l,f,c,b,g,c,e,s,s,w,p,w,o,p,k,s,m
e,x,y,y,w,t,a,f,c,b,p,r,e,s,y,w,p,w,o,p,k,y,p
e,x,y,w,w,t,l,f,c,b,n,c,e,s,s,w,p,w,o,p,k,n,m
e,x,s,y,w,t,l,f,c,b,w,c,e,s,s,w,p,w,o,p,k,n,m
e,x,y,n,w,t,l,f,c,b,p,r,e,s,y,w,p,w,o,p,k,s,g
e,x,s,w,w,t,l,f,c,b,n,c,e,s,s,w,p,w,o,p,n,n,g
e,f,y,n,w,t,l,f,c,b,n,r,e,s,y,w,p,w,o,p,k,s,g
e,b,s,w,w,t,l,f,c,b,w,c,e,s,s,w,p,w,o,p,k,s,m
e,x,f,n,g,t,n,f,c,b,n,b,t,s,s,p,p,w,o,p,n,y,d
e,x,y,w,w,t,l,f,c,b,k,c,e,s,s,w,p,w,o,p,n,s,m
e,b,s,w,w,t,l,f,c,b,g,c,e,s,s,w,p,w,o,p,k,n,g
e,b,s,y,w,t,l,f,c,b,g,c,e,s,s,w,p,w,o,p,k,n,m
e,x,f,y,w,t,l,f,w,n,p,b,t,s,s,w,p,w,o,p,n,v,d
e,b,s,w,w,t,l,f,c,b,g,c,e,s,s,w,p,w,o,p,n,n,m
e,x,s,g,w,f,n,f,w,b,h,e,t,s,f,w,p,w,o,e,k,a,g
e,b,s,w,w,t,a,f,c,b,k,c,e,s,s,w,p,w,o,p,n,n,g
e,b,s,y,w,t,l,f,c,b,w,c,e,s,s,w,p,w,o,p,k,s,m
e,f,y,y,w,t,a,f,c,b,n,r,e,s,y,w,p,w,o,p,k,y,p
e,f,y,n,w,t,a,f,c,b,w,r,e,s,y,w,p,w,o,p,n,y,p
e,x,s,w,w,t,a,f,c,b,k,c,e,s,s,w,p,w,o,p,n,s,m
e,f,y,y,w,t,l,f,c,b,n,r,e,s,y,w,p,w,o,p,n,s,g
e,b,s,w,w,t,a,f,c,b,g,c,e,s,s,w,p,w,o,p,k,s,g
e,x,y,y,w,t,a,f,c,b,w,c,e,s,s,w,p,w,o,p,n,n,m
e,x,f,n,w,f,n,f,c,n,k,e,e,s,s,w,p,w,o,p,k,v,u
e,f,y,n,w,t,a,f,c,b,p,r,e,s,y,w,p,w,o,p,n,y,g
e,x,s,w,w,t,a,f,c,b,g,c,e,s,s,w,p,w,o,p,k,n,m
e,x,s,y,w,t,l,f,c,b,g,c,e,s,s,w,p,w,o,p,k,n,g
e,b,y,y,w,t,l,f,c,b,g,c,e,s,s,w,p,w,o,p,k,n,g
e,f,y,y,w,t,a,f,c,b,w,r,e,s,y,w,p,w,o,p,n,s,p
e,x,y,y,w,t,l,f,c,b,g,c,e,s,s,w,p,w,o,p,k,n,g
e,x,y,w,w,t,a,f,c,b,w,c,e,s,s,w,p,w,o,p,k,n,m
e,f,f,w,w,t,a,f,w,n,n,b,t,s,s,w,p,w,o,p,u,v,d
e,s,f,g,w,f,n,f,c,n,k,e,e,s,s,w,p,w,o,p,k,y,u
e,f,s,y,w,t,l,f,w,n,n,b,t,s,s,w,p,w,o,p,n,v,d
e,f,f,g,w,f,n,f,c,n,k,e,e,s,s,w,p,w,o,p,k,y,u
e,x,f,n,w,f,n,f,c,n,p,e,e,s,s,w,p,w,o,p,n,y,u
e,b,y,w,w,t,a,f,c,b,w,c,e,s,s,w,p,w,o,p,n,n,g
e,x,s,w,w,t,a,f,w,n,p,b,t,s,s,w,p,w,o,p,n,v,d
e,b,y,y,w,t,l,f,c,b,n,c,e,s,s,w,p,w,o,p,k,s,m
e,b,y,y,w,t,a,f,c,b,k,c,e,s,s,w,p,w,o,p,k,s,m
e,b,y,y,w,t,l,f,c,b,g,c,e,s,s,w,p,w,o,p,k,s,g
e,f,s,w,w,t,l,f,w,n,p,b,t,s,s,w,p,w,o,p,u,v,d
e,f,f,g,w,f,n,f,c,n,g,e,e,s,s,w,p,w,o,p,k,y,u
e,f,s,w,w,t,a,f,w,n,w,b,t,s,s,w,p,w,o,p,n,v,d
e,f,y,y,w,t,a,f,c,b,p,r,e,s,y,w,p,w,o,p,k,y,g
e,x,y,w,w,t,l,f,c,b,w,c,e,s,s,w,p,w,o,p,n,s,m
e,s,f,n,w,f,n,f,c,n,p,e,e,s,s,w,p,w,o,p,n,y,u
e,x,y,n,w,t,l,f,c,b,n,r,e,s,y,w,p,w,o,p,k,s,p
e,x,y,n,w,t,a,f,c,b,n,r,e,s,y,w,p,w,o,p,k,s,p
e,f,f,y,w,t,a,f,w,n,n,b,t,s,s,w,p,w,o,p,u,v,d
p,f,s,n,w,t,p,f,c,n,p,e,e,s,s,w,p,w,o,p,n,s,g
p,x,s,n,w,t,p,f,c,n,k,e,e,s,s,w,p,w,o,p,n,v,u
e,f,y,n,w,t,l,f,c,b,w,r,e,s,y,w,p,w,o,p,n,s,p
e,x,y,y,w,t,a,f,c,b,w,r,e,s,y,w,p,w,o,p,k,s,g
e,b,s,y,w,t,a,f,c,b,k,c,e,s,s,w,p,w,o,p,n,n,m
e,f,f,w,w,f,n,f,w,b,h,e,t,f,s,w,p,w,o,e,n,a,g
e,f,y,n,w,t,a,f,c,b,p,r,e,s,y,w,p,w,o,p,n,s,g
e,x,y,w,w,t,a,f,c,b,n,c,e,s,s,w,p,w,o,p,n,s,g
e,b,s,y,w,t,l,f,c,b,w,c,e,s,s,w,p,w,o,p,k,n,m
e,x,s,y,w,t,a,f,c,b,w,c,e,s,s,w,p,w,o,p,n,n,g
e,b,y,y,w,t,a,f,c,b,g,c,e,s,s,w,p,w,o,p,k,n,g
e,x,s,w,w,t,l,f,c,b,g,c,e,s,s,w,p,w,o,p,k,n,m
e,b,s,y,w,t,a,f,c,b,w,c,e,s,s,w,p,w,o,p,k,s,m
e,b,y,y,w,t,a,f,c,b,w,c,e,s,s,w,p,w,o,p,n,s,g
p,x,s,n,w,t,p,f,c,n,n,e,e,s,s,w,p,w,o,p,n,v,g
e,x,s,g,w,f,n,f,w,b,p,e,t,s,s,w,p,w,o,e,n,s,g
e,f,s,n,w,f,n,f,w,b,p,e,t,f,s,w,p,w,o,e,n,a,g
e,x,f,w,w,t,a,f,w,n,n,b,t,s,s,w,p,w,o,p,n,v,d
e,f,f,g,w,f,n,f,c,n,p,e,e,s,s,w,p,w,o,p,n,v,u
e,f,f,n,w,f,n,f,c,n,k,e,e,s,s,w,p,w,o,p,n,y,u
e,b,y,y,w,t,a,f,c,b,k,c,e,s,s,w,p,w,o,p,k,s,g
e,x,f,w,w,t,a,f,w,n,n,b,t,s,s,w,p,w,o,p,u,v,d
e,s,f,g,w,f,n,f,c,n,n,e,e,s,s,w,p,w,o,p,n,v,u
e,x,f,n,w,f,n,f,c,n,k,e,e,s,s,w,p,w,o,p,n,v,u
e,x,f,w,w,f,n,f,w,b,h,e,t,f,s,w,p,w,o,e,n,a,g
e,x,y,n,w,t,l,f,c,b,n,r,e,s,y,w,p,w,o,p,k,y,p
e,b,s,y,w,t,a,f,c,b,k,c,e,s,s,w,p,w,o,p,k,n,g
e,x,y,w,w,t,l,f,c,b,k,c,e,s,s,w,p,w,o,p,k,s,g
e,x,y,y,w,t,a,f,c,b,k,c,e,s,s,w,p,w,o,p,n,n,g
e,x,s,w,w,t,l,f,c,b,w,c,e,s,s,w,p,w,o,p,k,n,m
e,b,s,w,w,t,l,f,c,b,n,c,e,s,s,w,p,w,o,p,k,s,g
e,f,y,y,w,t,a,f,c,b,p,r,e,s,y,w,p,w,o,p,n,y,p
p,x,s,n,w,t,p,f,c,n,n,e,e,s,s,w,p,w,o,p,n,s,u
e,f,f,g,w,f,n,f,c,n,n,e,e,s,s,w,p,w,o,p,k,y,u
e,b,s,y,w,t,l,f,c,b,w,c,e,s,s,w,p,w,o,p,n,s,g
e,f,y,n,w,t,a,f,c,b,w,r,e,s,y,w,p,w,o,p,n,s,p
e,x,s,y,w,t,a,f,c,b,k,c,e,s,s,w,p,w,o,p,n,s,m
e,x,f,n,w,f,n,f,c,n,k,e,e,s,s,w,p,w,o,p,k,y,u
e,f,y,y,w,t,a,f,c,b,w,r,e,s,y,w,p,w,o,p,n,y,p
e,x,y,n,w,t,a,f,c,b,n,r,e,s,y,w,p,w,o,p,n,y,p
e,x,s,w,w,t,a,f,c,b,n,c,e,s,s,w,p,w,o,p,k,s,g
p,x,y,w,w,t,p,f,c,n,n,e,e,s,s,w,p,w,o,p,k,s,g
e,f,y,n,w,t,l,f,c,b,w,r,e,s,y,w,p,w,o,p,k,y,p
p,f,s,n,w,t,p,f,c,n,k,e,e,s,s,w,p,w,o,p,k,s,g
e,x,f,w,w,f,n,f,w,b,k,e,t,f,s,w,p,w,o,e,k,s,g
e,b,y,w,w,t,a,f,c,b,k,c,e,s,s,w,p,w,o,p,k,s,m
e,s,f,n,w,f,n,f,c,n,p,e,e,s,s,w,p,w,o,p,k,v,u
e,x,y,y,w,t,l,f,c,b,g,c,e,s,s,w,p,w,o,p,n,s,m
e,f,s,w,w,t,a,f,w,n,p,b,t,s,s,w,p,w,o,p,u,v,d
e,x,s,y,w,t,a,f,c,b,n,c,e,s,s,w,p,w,o,p,k,s,m
e,f,f,g,w,f,n,f,w,b,p,e,t,s,f,w,p,w,o,e,k,s,g
p,x,y,w,w,t,p,f,c,n,n,e,e,s,s,w,p,w,o,p,n,s,g
e,x,y,y,w,t,a,f,c,b,p,r,e,s,y,w,p,w,o,p,k,s,g
e,f,f,n,w,f,n,f,w,b,n,e,t,s,s,w,p,w,o,e,k,a,g
e,x,s,w,w,t,a,f,c,b,w,c,e,s,s,w,p,w,o,p,k,s,m
e,b,y,y,w,t,l,f,c,b,g,c,e,s,s,w,p,w,o,p,n,s,m
e,f,f,g,w,f,n,f,c,n,g,e,e,s,s,w,p,w,o,p,n,v,u
e,x,f,y,w,t,l,f,w,n,p,b,t,s,s,w,p,w,o,p,u,v,d
e,x,s,y,w,t,a,f,c,b,g,c,e,s,s,w,p,w,o,p,n,n,m
e,f,f,n,w,f,n,f,c,n,n,e,e,s,s,w,p,w,o,p,n,y,u
e,x,f,g,w,f,n,f,w,b,h,e,t,f,s,w,p,w,o,e,n,s,g
e,x,y,y,w,t,l,f,c,b,p,r,e,s,y,w,p,w,o,p,k,s,p
e,f,s,w,w,t,l,f,w,n,p,b,t,s,s,w,p,w,o,p,n,v,d
e,x,s,y,w,t,l,f,c,b,k,c,e,s,s,w,p,w,o,p,k,s,g
e,f,y,y,w,t,a,f,c,b,p,r,e,s,y,w,p,w,o,p,k,y,p
p,x,y,n,w,t,p,f,c,n,k,e,e,s,s,w,p,w,o,p,k,v,u
e,x,f,w,w,t,l,f,w,n,w,b,t,s,s,w,p,w,o,p,u,v,d
e,x,s,w,w,t,l,f,c,b,w,c,e,s,s,w,p,w,o,p,k,n,g
e,x,y,y,w,t,a,f,c,b,g,c,e,s,s,w,p,w,o,p,n,n,m
e,b,s,y,w,t,a,f,c,b,g,c,e,s,s,w,p,w,o,p,n,s,g
e,x,s,y,w,t,a,f,w,n,w,b,t,s,s,w,p,w,o,p,u,v,d
e,x,s,y,w,t,a,f,w,n,n,b,t,s,s,w,p,w,o,p,u,v,d
e,x,f,w,w,f,n,f,w,b,n,e,t,f,s,w,p,w,o,e,k,s,g
e,b,s,w,w,t,a,f,c,b,w,c,e,s,s,w,p,w,o,p,n,s,m
p,x,y,w,w,t,p,f,c,n,w,e,e,s,s,w,p,w,o,p,k,v,g
e,x,y,y,w,t,a,f,c,b,g,c,e,s,s,w,p,w,o,p,n,n,g
e,f,s,g,w,f,n,f,w,b,k,e,t,s,f,w,p,w,o,e,k,s,g
p,x,s,n,w,t,p,f,c,n,n,e,e,s,s,w,p,w,o,p,n,s,g
e,b,y,w,w,t,a,f,c,b,w,c,e,s,s,w,p,w,o,p,k,n,m
e,x,s,w,w,t,a,f,c,b,k,c,e,s,s,w,p,w,o,p,k,n,m
e,f,f,y,w,t,l,f,w,n,n,b,t,s,s,w,p,w,o,p,n,v,d
e,x,s,y,w,t,a,f,c,b,k,c,e,s,s,w,p,w,o,p,k,n,g
e,b,y,w,w,t,l,f,c,b,w,c,e,s,s,w,p,w,o,p,k,n,g
e,x,y,n,w,t,a,f,c,b,w,r,e,s,y,w,p,w,o,p,n,y,g
e,x,s,y,w,t,l,f,c,b,w,c,e,s,s,w,p,w,o,p,n,s,g
e,x,f,n,w,f,n,f,c,n,p,e,e,s,s,w,p,w,o,p,n,v,u
e,x,s,y,w,t,l,f,c,b,n,c,e,s,s,w,p,w,o,p,n,s,g
e,x,y,y,w,t,l,f,c,b,w,r,e,s,y,w,p,w,o,p,n,y,g
p,x,s,n,w,t,p,f,c,n,w,e,e,s,s,w,p,w,o,p,n,s,g
e,x,s,w,w,t,a,f,c,b,g,c,e,s,s,w,p,w,o,p,n,n,m
e,x,s,y,w,t,a,f,c,b,w,c,e,s,s,w,p,w,o,p,n,s,m
e,x,y,w,w,t,l,f,c,b,k,c,e,s,s,w,p,w,o,p,k,n,g
e,x,y,y,w,t,a,f,c,b,n,r,e,s,y,w,p,w,o,p,n,y,g
e,f,y,y,w,t,a,f,c,b,w,r,e,s,y,w,p,w,o,p,k,s,g
e,x,y,w,w,t,a,f,c,b,k,c,e,s,s,w,p,w,o,p,n,s,m
e,s,f,g,w,f,n,f,c,n,g,e,e,s,s,w,p,w,o,p,k,v,u
e,f,f,n,w,f,n,f,c,n,n,e,e,s,s,w,p,w,o,p,k,y,u
e,s,f,g,w,f,n,f,c,n,n,e,e,s,s,w,p,w,o,p,k,v,u
e,x,y,w,w,t,a,f,c,b,n,c,e,s,s,w,p,w,o,p,k,n,m
p,x,s,w,w,t,p,f,c,n,k,e,e,s,s,w,p,w,o,p,k,s,u
e,x,s,g,w,f,n,f,w,b,h,e,t,s,f,w,p,w,o,e,k,s,g
e,x,y,y,w,t,l,f,c,b,g,c,e,s,s,w,p,w,o,p,k,s,g
p,x,y,w,w,t,p,f,c,n,k,e,e,s,s,w,p,w,o,p,n,s,g
e,x,s,y,w,t,a,f,c,b,g,c,e,s,s,w,p,w,o,p,k,n,m
p,x,s,n,w,t,p,f,c,n,p,e,e,s,s,w,p,w,o,p,k,v,u
e,b,s,y,w,t,l,f,c,b,n,c,e,s,s,w,p,w,o,p,k,n,m
e,b,y,w,w,t,l,f,c,b,g,c,e,s,s,w,p,w,o,p,k,s,m
p,x,y,w,w,t,p,f,c,n,p,e,e,s,s,w,p,w,o,p,n,s,g
